MSZoning,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplace,GarageArea,SaleCondition,SalePrice
RL,9560,1Fam,1Story,5,7,1972,Y,864,1,0,3,1,TA,N,288,Normal,128500
RL,8294,1Fam,1Story,4,5,1971,Y,872,1,0,3,1,TA,N,480,Normal,123000
RL,13695,1Fam,1Story,6,5,2003,Y,1114,1,0,3,1,Gd,N,576,Normal,155000
RL,9375,1Fam,2Story,8,5,2002,Y,2169,2,1,3,1,Gd,Y,647,Normal,228500
RL,7558,1Fam,1.5Fin,6,6,1928,Y,1913,1,1,3,1,TA,Y,342,Normal,177000
RL,11103,1Fam,2Story,7,5,2006,Y,1456,2,1,3,1,Gd,Y,440,Partial,155835
RM,6000,1Fam,1Story,4,4,1920,Y,960,1,0,2,1,Fa,N,308,Normal,108500
RL,20781,1Fam,1Story,7,7,1968,Y,2156,2,0,3,1,TA,Y,508,Normal,262500
RL,15306,1Fam,1Story,8,5,2006,Y,1776,2,0,3,1,Gd,Y,712,Partial,283463
RL,16196,1Fam,1Story,7,5,1998,Y,1494,2,0,3,1,Gd,Y,514,Normal,215000
RM,5250,1Fam,2Story,8,5,1872,N,2358,2,0,4,1,TA,N,0,Normal,122000
RL,11643,Duplex,2Story,5,5,1969,Y,2634,2,2,6,2,TA,N,968,Normal,200000
RL,9247,1Fam,2Story,6,6,1962,Y,1716,1,1,4,1,TA,Y,490,Normal,171000
RM,6000,1Fam,1.5Fin,6,9,1937,Y,1176,1,0,2,1,TA,N,624,Normal,134900
RL,14720,1Fam,1.5Fin,8,5,1995,Y,3238,2,1,4,1,Gd,Y,666,Normal,410000
RL,10316,1Fam,2Story,7,5,2000,Y,1865,2,1,3,1,Gd,Y,839,Normal,235000
RL,10192,1Fam,SLvl,7,6,1968,Y,1920,3,0,4,1,Gd,Y,487,Normal,170000
RL,9477,1Fam,1Story,5,5,1966,Y,892,1,0,3,1,TA,N,264,Normal,110000
RL,12537,1Fam,1Story,5,6,1971,Y,1078,1,1,3,1,TA,Y,500,Normal,149900
FV,2117,Twnhs,2Story,6,5,2000,Y,1573,2,1,3,1,Gd,N,440,Normal,177500
RL,16737,1Fam,1Story,9,5,2004,Y,1980,2,0,3,1,Ex,Y,770,Normal,315000
RL,9842,1Fam,2Story,5,6,1921,Y,2601,3,1,4,1,TA,N,621,Normal,189000
RL,16158,1Fam,1Story,7,5,2005,Y,1530,2,0,3,1,Gd,Y,430,Normal,260000
RL,12513,1Fam,1.5Fin,4,4,1920,Y,1738,2,0,4,1,TA,Y,368,Normal,104900
RL,8499,1Fam,2Story,6,5,2006,Y,1412,2,1,3,1,Gd,Y,432,Partial,156932
FV,3180,TwnhsE,2Story,7,5,2005,Y,1200,2,1,2,1,Gd,N,480,Abnorml,144152
FV,7500,1Fam,2Story,7,5,2000,Y,1674,2,1,3,1,Gd,N,663,Normal,216000
RL,9179,1Fam,2Story,7,5,1999,Y,1790,2,1,3,1,Gd,N,588,Abnorml,193000
RM,2665,TwnhsE,2Story,5,6,1977,Y,1475,2,0,4,1,TA,Y,336,Normal,127000
RM,4435,TwnhsE,1Story,6,5,2003,Y,848,1,0,1,1,Gd,N,420,Normal,144000
RL,10635,1Fam,1Story,8,5,2003,Y,1668,2,0,3,1,Gd,Y,502,Normal,232000
RL,5400,1Fam,1.5Fin,4,6,1920,Y,1374,1,0,2,1,TA,N,338,Normal,105000
RL,9600,1Fam,SLvl,6,6,1955,Y,1661,1,0,3,1,Gd,Y,377,Normal,165500
RL,9750,1Fam,2Story,7,6,1998,Y,2097,2,1,3,1,Gd,Y,583,Normal,274300
RL,11400,1Fam,1Story,10,5,2001,Y,2633,2,1,2,1,Ex,Y,804,Normal,466500
FV,10625,1Fam,2Story,7,5,2005,Y,1958,2,1,3,1,Gd,Y,936,Normal,250000
RL,10991,1Fam,1Story,8,5,2007,Y,1571,2,0,3,1,Gd,Y,722,Partial,239000
RL,6292,1Fam,1Story,6,5,1930,N,790,1,0,2,1,TA,N,160,Normal,91000
RL,10998,1Fam,1.5Fin,5,5,1941,Y,1604,2,0,3,1,TA,N,660,Normal,117000
RM,1953,Twnhs,2Story,6,5,1973,Y,987,1,1,2,1,TA,N,264,Normal,83000
RL,9735,1Fam,SLvl,5,5,2006,Y,1394,2,1,3,1,Gd,N,400,Normal,167500
RL,8212,1Fam,1Story,3,3,1914,N,864,1,0,2,1,TA,N,200,Normal,58500
RL,12925,1Fam,1Story,6,7,1970,Y,2117,2,1,4,1,TA,Y,550,Normal,237500
RM,7200,1Fam,2Story,7,7,1920,Y,1762,1,1,4,1,Gd,N,576,Normal,157000
RL,25339,1Fam,1Story,5,7,1918,Y,1416,2,0,3,1,Gd,N,576,Normal,112000
RL,9060,1Fam,1.5Fin,6,5,1939,Y,1258,1,0,2,1,TA,N,280,Normal,105000
RM,5436,1Fam,1.5Fin,4,8,1922,Y,1154,1,0,3,1,Gd,N,240,Normal,125500
RL,16692,1Fam,2Story,7,5,1978,Y,2784,3,1,5,1,Gd,Y,564,Normal,250000
RM,8520,1Fam,1.5Fin,6,7,1916,N,2526,2,0,5,1,Gd,Y,216,Family,136000
RL,14892,1Fam,1Story,9,5,2006,Y,1746,2,0,3,1,Ex,Y,758,Normal,377500
RM,6000,1Fam,1.5Fin,6,6,1941,Y,1218,1,0,3,1,TA,Y,440,Normal,131000
RL,9100,1Fam,1Story,7,5,2000,Y,1525,2,0,3,1,Gd,N,541,Normal,235000
RL,8944,Duplex,1Story,5,5,1967,Y,1584,2,0,4,2,TA,N,792,Normal,124000
RL,7838,1Fam,SFoyer,5,5,1967,Y,900,1,0,3,1,TA,Y,288,Normal,123000
RM,10800,2fmCon,1.5Fin,6,7,1905,N,1912,2,0,3,2,TA,Y,672,Normal,163000
RL,4045,TwnhsE,1Story,7,5,2006,Y,1500,2,0,2,1,Gd,Y,648,Partial,246578
RL,12665,1Fam,2Story,8,5,2005,Y,2482,2,1,4,1,Gd,Y,642,Normal,281213
RL,57200,1Fam,1Story,5,5,1948,Y,1687,1,0,3,1,TA,Y,572,Normal,160000
RM,6120,1Fam,2Story,5,8,1920,Y,1513,1,1,4,1,TA,N,180,Normal,137500
RL,7200,1Fam,1.5Fin,5,4,1950,Y,1904,1,1,3,1,TA,N,240,Normal,138000
RL,6171,1Fam,1.5Fin,6,6,1925,Y,1608,2,1,3,1,Gd,Y,216,Normal,137450
RM,6000,1Fam,1.5Fin,6,7,1929,Y,1158,1,0,3,1,TA,Y,208,Normal,120000
RL,7415,1Fam,2Story,6,5,2004,Y,1593,2,1,3,1,TA,Y,398,Normal,193000
RL,6762,1Fam,1Story,7,5,2006,Y,1294,2,0,2,1,Gd,Y,662,Partial,193879
RL,15256,1Fam,1Story,8,5,2007,Y,1464,2,0,3,1,Gd,N,754,Normal,282922
RL,10410,1Fam,1.5Fin,3,4,1915,Y,1214,1,0,3,1,TA,N,936,Family,105000
RM,3842,TwnhsE,1Story,8,5,2004,Y,1646,2,0,2,1,Gd,Y,482,Normal,275000
RL,8445,1Fam,SFoyer,5,7,1972,Y,768,1,0,2,1,TA,N,396,Normal,133000
RL,8780,1Fam,1Story,5,5,1985,Y,833,1,0,3,1,TA,N,0,Normal,112000
RM,7740,1Fam,2Story,4,7,1910,Y,1363,1,0,3,1,TA,N,528,Normal,125500
RL,20544,1Fam,2Story,7,6,1986,Y,2093,2,1,3,1,TA,Y,542,Normal,215000
RL,12420,1Fam,2Story,7,5,2001,Y,1840,2,1,3,1,Gd,N,622,Normal,230000
RL,9600,1Fam,1.5Fin,6,8,1950,Y,1668,1,1,3,1,TA,N,271,Normal,140000
RL,7200,Duplex,1Story,4,5,1949,N,1040,2,0,2,2,TA,N,420,Normal,90000
RL,10994,1Fam,1Story,8,5,2005,Y,1844,2,0,2,1,Gd,Y,620,Abnorml,257000
RL,13053,1Fam,1.5Fin,6,7,1923,Y,1848,1,1,4,1,Gd,Y,370,Normal,207000
RL,3635,TwnhsE,1Story,7,5,2007,Y,1569,2,0,1,1,Gd,Y,660,Normal,175900
RM,11340,2fmCon,2Story,4,6,1885,Y,2290,2,0,4,2,TA,N,560,Normal,122500
RL,16545,1Fam,2Story,8,5,1998,Y,2450,2,1,3,1,Gd,Y,1069,Normal,340000
RL,9204,1Fam,1Story,5,5,1963,Y,1144,1,1,3,1,TA,N,336,Normal,124000
RL,16381,1Fam,1Story,6,5,1969,Y,1844,2,0,3,1,Gd,Y,540,Normal,223000
RL,11700,1Fam,2Story,6,6,1968,Y,1416,2,1,3,1,TA,Y,776,Normal,179900
RL,4043,TwnhsE,1Story,6,5,1977,Y,1069,2,0,2,1,TA,Y,440,Normal,127500
RM,4435,TwnhsE,1Story,6,5,2003,Y,848,1,0,1,1,Gd,N,420,Normal,136500
RL,19690,1Fam,SLvl,6,7,1966,Y,2201,2,0,4,1,Gd,Y,432,Alloca,274970
RL,9503,1Fam,1Story,5,5,1958,Y,1344,1,0,2,1,TA,Y,484,Normal,144000
RL,10721,1Fam,1Story,6,6,1959,Y,1252,1,0,3,1,Gd,N,528,Normal,142000
RL,10944,1Fam,2Story,7,5,1994,Y,2127,2,1,3,1,Gd,Y,525,Normal,271000
RL,10930,1Fam,1.5Fin,5,6,1945,Y,1558,1,1,3,1,TA,Y,288,Normal,140000
RM,7200,1Fam,1Story,5,7,1940,Y,804,1,0,2,1,Gd,Y,240,Abnorml,119000
RL,12546,1Fam,1Story,6,7,1981,Y,1440,2,0,3,1,Gd,Y,467,Normal,182900
RL,21930,1Fam,2Story,5,5,2005,Y,1838,2,1,4,1,TA,Y,372,Normal,192140
RL,4928,TwnhsE,1Story,6,6,1976,Y,958,2,0,2,1,TA,N,440,Normal,143750
RL,10800,1Fam,1Story,4,6,1927,Y,968,2,0,4,1,TA,N,216,Normal,64500
RL,10261,1Fam,2Story,6,5,2000,Y,1792,2,1,3,1,TA,Y,451,Normal,186500
RL,17400,1Fam,1Story,5,5,1977,Y,1126,2,0,3,1,TA,Y,484,Normal,160000
RL,8400,1Fam,1Story,6,9,1962,Y,1537,1,1,3,1,Gd,Y,462,Abnorml,174000
RL,9000,1Fam,1Story,4,6,1971,Y,864,1,0,3,1,TA,N,528,Normal,120500
RL,12444,1Fam,1Story,8,5,2008,Y,1932,2,0,2,1,Ex,Y,774,Partial,394617
RM,7407,1Fam,1Story,6,7,1957,Y,1236,1,0,2,1,TA,N,923,Normal,149700
RL,11584,1Fam,SLvl,7,6,1979,Y,1725,2,1,3,1,TA,Y,550,Normal,197000
RL,11526,1Fam,2.5Fin,6,7,1922,Y,2555,2,0,3,1,TA,Y,672,Normal,191000
RM,4426,TwnhsE,1Story,6,5,2004,Y,848,1,0,1,1,Gd,Y,420,Normal,149300
FV,11003,1Fam,2Story,10,5,2008,Y,2007,2,1,3,1,Ex,Y,812,Normal,310000
RL,8854,1Fam,1.5Unf,6,6,1916,N,952,1,0,2,1,Fa,Y,192,Normal,121000
RL,8500,1Fam,1Story,7,5,2004,Y,1422,2,0,3,1,Gd,N,626,Normal,179600
RL,8400,1Fam,SFoyer,6,5,1966,Y,913,1,0,3,1,TA,N,240,Normal,129000
RL,26142,1Fam,1Story,5,7,1962,Y,1188,1,0,3,1,TA,N,312,Normal,157900
RL,10000,1Fam,2Story,8,5,1995,Y,2090,2,1,3,1,Gd,Y,556,Normal,240000
RL,11767,1Fam,2Story,4,7,1910,N,1346,1,1,2,1,TA,N,384,Normal,112000
RM,1533,Twnhs,SFoyer,5,7,1970,Y,630,1,0,1,1,Ex,N,0,Abnorml,92000
RL,9000,Duplex,2Story,5,5,1974,Y,1792,2,2,4,2,TA,N,0,Normal,136000
RL,9262,1Fam,1Story,8,5,2008,Y,1578,2,0,3,1,Ex,Y,840,Partial,287090
RM,3675,TwnhsE,SLvl,5,5,2005,Y,1072,1,0,2,1,TA,N,525,Normal,145000
RL,17217,1Fam,1Story,5,5,2006,Y,1140,1,0,3,1,TA,N,0,Abnorml,84500
FV,7500,1Fam,1Story,7,5,2004,Y,1221,2,0,2,1,Gd,N,400,Normal,185000
RL,7917,1Fam,2Story,6,5,1999,Y,1647,2,1,3,1,TA,Y,460,Normal,175000
RL,13175,1Fam,1Story,6,6,1978,Y,2073,2,0,3,1,TA,Y,500,Normal,210000
RL,9042,1Fam,2Story,7,9,1941,Y,2340,2,0,4,1,Gd,Y,252,Normal,266500
RL,9717,1Fam,1Story,5,6,1950,Y,1078,1,0,2,1,Gd,N,240,Normal,142125
RL,9937,1Fam,1Story,5,6,1965,Y,1256,1,1,3,1,TA,N,276,Normal,147500
